hailey_lynn1012,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 23:14:39 +0000 2018
maddiegraceee1,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:49:01 +0000 2018
__brionne__,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:49:00 +0000 2018
Vanessa0_129,"RT @JonBenetGlamsyy: Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa…","Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa today around 1pm. 
They were with a man. 
This was their van. 
Be careful! 

#SanDiego https://t.co/HsVfvjYm28",Sat Aug 18 22:48:58 +0000 2018
OAA_14,"RT @MissTimiTimz: Almost forgot to post this here. My mate said there’s been a fire at the toll gate, be careful out there you all. 

#Lago…","Almost forgot to post this here. My mate said there’s been a fire at the toll gate, be careful out there you all. 

#Lagos https://t.co/c0OQK9nVib",Sat Aug 18 22:48:57 +0000 2018
ayrqsd,"RT @warysanchhh: ""at the end of the day pamilya mo pa rin yan""

but do they listen to you? do they treat ur feelings as valid when u open u…","""at the end of the day pamilya mo pa rin yan""

but do they listen to you? do they treat ur feelings as valid when u open up to them? do they treat u w/ respect?

careful reminder that ur relationship w/ ur family, just like any other relationship, can be toxic too.",Sat Aug 18 22:48:56 +0000 2018
jdmoncada55,"@CamillexNicole Both of them can be dried out, but the ink might smudge! I did have to be careful.",,Sat Aug 18 22:48:53 +0000 2018
__18002738255__,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:48:51 +0000 2018
034Davidhv1,RT @kathygriffin: Has anyone stopped to think that Omarosa releasing tapes is hurting the Mueller investigation? Trump people will be more…,Has anyone stopped to think that Omarosa releasing tapes is hurting the Mueller investigation? Trump people will be more careful what they say around each other now. What if Mueller wanted to tap some phones or have someone wear a wire. Not sure people will speak as freely now,Sat Aug 18 22:48:48 +0000 2018
thesoliva78,@Raz_Elle Lovely indeed😊 “Alon” - she is Shy Carlos. I think I seen her first on Be careful with my heart as “Joni” if i am not mistaken. And I’m not sure if it is @shyschai  her real account 😊,,Sat Aug 18 22:48:48 +0000 2018
jennahrenee1,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:48:47 +0000 2018
ImTheRealJFlo,RT @dayzofyore: The other day I was having a conversation w some friends about human trafficking going down and today I came across this. I…,"The other day I was having a conversation w some friends about human trafficking going down and today I came across this. I usually wouldn’t share something like this, but the fact that this topic has popped up more than once is scary af so be careful y’all https://t.co/dzNpfl6kBD",Sat Aug 18 22:48:46 +0000 2018
AuthorAnnBaker,RT @Kittykatnip1970: @usminority @Joy_Villa Be careful with this one. She's not what she seems to be.,@usminority @Joy_Villa Be careful with this one. She's not what she seems to be.,Sat Aug 18 22:48:44 +0000 2018
YvngChild,RT @Glorious716: Be careful who you let into your life,Be careful who you let into your life,Sat Aug 18 22:48:43 +0000 2018
Jayssatnas__,"RT @MasinElije: Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely…","Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely because some people’s only motive is to ruin your reputation and tarnish your image because they’re jealous of the life you’re living.",Sat Aug 18 22:48:39 +0000 2018
yankyuns,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:48:34 +0000 2018
astoriaclarke,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:48:33 +0000 2018
jasminb121,RT @aisisklopez: Be careful of people questioning your morals/values/beliefs. THEY DONT REALLY CARE BC THEY DONT AGREE &amp; WILL NITPICK YOUR…,Be careful of people questioning your morals/values/beliefs. THEY DONT REALLY CARE BC THEY DONT AGREE &amp; WILL NITPICK YOUR BRAIN JUST TO USE IT AGAINST YOU. Not everybody needs to know how or why you move the way you do.,Sat Aug 18 22:48:32 +0000 2018
SNSDyukhei,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:48:31 +0000 2018
kevndrv,RT @ayethatsnayy: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:48:31 +0000 2018
gorgeousstoriaa,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:48:30 +0000 2018
JohnnycageQpid,White kids from Peoria need to stop rapping about shit they don’t do. It’s all fun and games til some real niggas who live here and ain’t from here pop you.. streets don’t have rules. Be careful.,,Sat Aug 18 22:48:29 +0000 2018
_AlmightySky,RT @ayethatsnayy: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:48:26 +0000 2018
wtfsab,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:48:19 +0000 2018
bigboss_nunnaa,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:48:17 +0000 2018
torrezdez,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:48:14 +0000 2018
Inezmaureenn,RT @DB2Trendy_: Always be careful of what you hear about a girl.. Rumors either come from a dude that can't get her or a girl who can't com…,Always be careful of what you hear about a girl.. Rumors either come from a dude that can't get her or a girl who can't compete with her..,Sat Aug 18 22:48:12 +0000 2018
_ColombeNoire,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:48:11 +0000 2018
Washiij,"RT @MasinElije: Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely…","Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely because some people’s only motive is to ruin your reputation and tarnish your image because they’re jealous of the life you’re living.",Sat Aug 18 22:48:08 +0000 2018
yaboyblue357,"@House_Feminist @CardsNCowboyz Yeah, be careful what you wish for. Some gross dude I never interacted with on here did just that and sent me a fucking photos. 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮",,Sat Aug 18 22:48:07 +0000 2018
KimafiaFoster,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:48:05 +0000 2018
iamteenorman,RT @ayethatsnayy: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:48:03 +0000 2018
_mooee_,RT @NOLAnews: Power lines are on fire at Carrollton Avenue and Toulouse Street. Be careful everyone. https://t.co/3MNL2gLm5w,Power lines are on fire at Carrollton Avenue and Toulouse Street. Be careful everyone. https://t.co/3MNL2gLm5w,Sat Aug 18 22:48:02 +0000 2018
zseux,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:48:01 +0000 2018
ChangingLyfeMgt,😂😂😂 ... be careful of what you pray for #HEwillDoit https://t.co/UrsERAHeLP,,Sat Aug 18 22:48:00 +0000 2018
xo_naat,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:48:00 +0000 2018
kyn_sal,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:47:59 +0000 2018
alee_baaaby,"RT @JonBenetGlamsyy: Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa…","Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa today around 1pm. 
They were with a man. 
This was their van. 
Be careful! 

#SanDiego https://t.co/HsVfvjYm28",Sat Aug 18 22:47:58 +0000 2018
BussOlivia,"RT @JonBenetGlamsyy: Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa…","Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa today around 1pm. 
They were with a man. 
This was their van. 
Be careful! 

#SanDiego https://t.co/HsVfvjYm28",Sat Aug 18 22:47:57 +0000 2018
