yanisbojo,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 20:13:26 +0000 2018
Sabo_TheGreat,"RT @Mimi__5__: ABY's UPDATE:
Dear friends, we need many prayers for Aby. She is having her 6th chemotherapy treatment this weekend. Her par…","ABY's UPDATE:
Dear friends, we need many prayers for Aby. She is having her 6th chemotherapy treatment this weekend. Her parents and I are so grateful to all of Aby's great prayer warriors! You are in our daily prayers. Thank you!❤ GOD bless you abundantly!🙏✝😊
Please RT. https://t.co/yBGY0RjRmk",Sat Aug 18 19:56:05 +0000 2018
RKhodanpur,RT @sambillings: Thoughts &amp; prayers with everyone who has been effected by the Kerala floods... terrible to see! ☹️🙏🏼 #KeralaReliefFund #Ke…,Thoughts &amp; prayers with everyone who has been effected by the Kerala floods... terrible to see! ☹️🙏🏼 #KeralaReliefFund #KeralaDonationChallenge,Sat Aug 18 19:56:04 +0000 2018
JuJu_Beans18,Silent prayers are the loudest to God’s ears.,,Sat Aug 18 19:56:02 +0000 2018
mindydgaf_,@Amandagoodies Keeping him in my prayers 🙏🏽💙,,Sat Aug 18 19:56:02 +0000 2018
gokulram84,"RT @ABdeVilliers17: My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000…","My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000 left homeless.. terrible! #KeralaSOS #KeralaDonationChallenge",Sat Aug 18 19:56:01 +0000 2018
justice_mankind,@Iran @SecPompeo Iranian will continue to defeat the evil enemies of Islam and the Islamic revolution this is true Islam working Allah’s blessings is with it. I will warn that stupid foolish over there 👉 the prayers of the Imam of Iran alone is enough when come anything be careful.,,Sat Aug 18 19:56:00 +0000 2018
itsumairsabir,"RT @ShehzadRoy: Seeing you taking the oath today convinced me that if one believes in something with enough conviction, they eventually mak…","Seeing you taking the oath today convinced me that if one believes in something with enough conviction, they eventually make it come true. We are all expecting a lot . All our prayers are with you @ImranKhanPTI https://t.co/nXDA2H0wxH",Sat Aug 18 19:55:58 +0000 2018
jujubeesxox1,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 19:55:57 +0000 2018
Karthic00232810,"RT @ABdeVilliers17: My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000…","My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000 left homeless.. terrible! #KeralaSOS #KeralaDonationChallenge",Sat Aug 18 19:55:55 +0000 2018
Andrew_Overend,"@MissAliCatt Aw Sending you lots of good healing energy and prayers, hope ur headache is gone soon!  Look after yourself and take it easy!! 🙏💚 https://t.co/POJFmxCbFv",,Sat Aug 18 19:55:55 +0000 2018
TahiraZara,"RT @Ali_MuhammadPTI: Congratulations to all the Ministers &amp; Advisors in PM @ImranKhanPTI cabinet. 
With a leader like him InshaALLAH this c…","Congratulations to all the Ministers &amp; Advisors in PM @ImranKhanPTI cabinet. 
With a leader like him InshaALLAH this cabinet will perform wonders. 
My prayers for all. 
May ALLAH bless them &amp; guide them all. 
Amin !",Sat Aug 18 19:55:55 +0000 2018
Nancy78483197,@USArmy Prayers for his Family and Friends.  So sad.,,Sat Aug 18 19:55:52 +0000 2018
Y2mgk,RT @nikkihaley: RT @USUN: We join the entire @UN and diplomatic community in celebrating his life and lifting the Annan family up in love a…,RT @USUN: We join the entire @UN and diplomatic community in celebrating his life and lifting the Annan family up in love and prayers. https://t.co/UVMactnXYt,Sat Aug 18 19:55:52 +0000 2018
imshaileshkumar,"RT @ABdeVilliers17: My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000…","My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000 left homeless.. terrible! #KeralaSOS #KeralaDonationChallenge",Sat Aug 18 19:55:50 +0000 2018
zeexhu420,"@Rakhshan72 Today I was invited at Parliament  broad meeting of PTI’s MPA’s of punjab. It was hosted by senator Chaudary Sarwar sab  meet young MPA’S deputy speaker, Speaker, Nominated CM punjab, Governor Punjab,   All are so excited to work for Imran Khan...and everyone asks for prayers 👍 https://t.co/jGsOIM835F",,Sat Aug 18 19:55:49 +0000 2018
chemc1990,"RT @eyehinakhan: We hav done our bit,I request all don’t step back or hold ur selves, anyone can donate any figure they feel shall be signi…","We hav done our bit,I request all don’t step back or hold ur selves, anyone can donate any figure they feel shall be significant according to their capacity. It’s not about how much, it’s about ‘will you?’ Help the authorities, help our fellow citizens.
Take care Kerala! Prayers! https://t.co/nvPicN7Cgy",Sat Aug 18 19:55:49 +0000 2018
wolvering_72,"RT @MOWIEnatics: Thank you for all the prayers and support, fam! 💙 The best kayo! Congratulations still, Morissette and Team Morissette! Th…","Thank you for all the prayers and support, fam! 💙 The best kayo! Congratulations still, Morissette and Team Morissette! The show ended well. We love youuuuu! 💙💙💙 We also got 3rd on the Philippine trending topics! Iba kayo, salute! https://t.co/NccmQntb5M",Sat Aug 18 19:55:49 +0000 2018
OfficalJaa,"RT @CarreonKalvee: My neighbor is suffering with this cancerous illness and we, her neighbors including her family, are seeking for any kin…","My neighbor is suffering with this cancerous illness and we, her neighbors including her family, are seeking for any kind of help and asking for your prayers. Please retweet this to inform everybody who wants to contribute some help. https://t.co/Rj82J5Fdu8",Sat Aug 18 19:55:48 +0000 2018
shakeeljalil,RT @AasmaMushtaq: Prayers for their safety. Can't even imagine their agony. This is heartbreaking https://t.co/Iri3fRKgpZ,Prayers for their safety. Can't even imagine their agony. This is heartbreaking https://t.co/Iri3fRKgpZ,Sat Aug 18 19:55:47 +0000 2018
Neymar66jr,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 19:55:43 +0000 2018
curbishely,"RT @kizzabesigye1: Today, we visited Hon Francis Zaake at Lubaga Hospital, where he was dumped by unknown (Security) people, having grabbed…","Today, we visited Hon Francis Zaake at Lubaga Hospital, where he was dumped by unknown (Security) people, having grabbed him in Uganda's West Nile town of Arua. 

He remains in a critical condition tho doctors told us he's slowly stabilizing. We'll keep him in our prayers. https://t.co/Xit6R8FGG2",Sat Aug 18 19:55:41 +0000 2018
frtimw,"RT @JustinWelby: Kofi Annan set an example of reconciliation, leadership, integrity and service, underpinned by deep Christian faith. We re…","Kofi Annan set an example of reconciliation, leadership, integrity and service, underpinned by deep Christian faith. We remember him in prayers of great gratitude. 

“Blessed are the peacemakers, for they shall be called children of God.” (Matthew 5:9)",Sat Aug 18 19:55:40 +0000 2018
FnzOfShehzadRoy,"RT @ShehzadRoy: Seeing you taking the oath today convinced me that if one believes in something with enough conviction, they eventually mak…","Seeing you taking the oath today convinced me that if one believes in something with enough conviction, they eventually make it come true. We are all expecting a lot . All our prayers are with you @ImranKhanPTI https://t.co/nXDA2H0wxH",Sat Aug 18 19:55:38 +0000 2018
AhmadAliPTI,"RT @ShehzadRoy: Seeing you taking the oath today convinced me that if one believes in something with enough conviction, they eventually mak…","Seeing you taking the oath today convinced me that if one believes in something with enough conviction, they eventually make it come true. We are all expecting a lot . All our prayers are with you @ImranKhanPTI https://t.co/nXDA2H0wxH",Sat Aug 18 19:55:37 +0000 2018
SisterlyD,"RT @SisterlyD: Once a man was asked; 

'What did you gain by regularly praying to your Lord?' 

The man replied, 'Nothing... BUT let me tel…","Once a man was asked; 

'What did you gain by regularly praying to your Lord?' 

The man replied, 'Nothing... BUT let me tell you what I lost: anger, ego, greed, depression, insecurity, and fear of death.' 

Sometimes, the ultimate gain from our prayers is losing the bad habits.",Sat Aug 18 19:55:34 +0000 2018
PyefinchComms,RT @RepCummings: My thoughts and prayers are with the family and friends of Kofi Annan. He was a visionary leader who cared deeply about ma…,My thoughts and prayers are with the family and friends of Kofi Annan. He was a visionary leader who cared deeply about making the world a better place. We are all blessed to have experienced his global influence.,Sat Aug 18 19:55:34 +0000 2018
AnasAhmadd,"RT @ShehzadRoy: Seeing you taking the oath today convinced me that if one believes in something with enough conviction, they eventually mak…","Seeing you taking the oath today convinced me that if one believes in something with enough conviction, they eventually make it come true. We are all expecting a lot . All our prayers are with you @ImranKhanPTI https://t.co/nXDA2H0wxH",Sat Aug 18 19:55:33 +0000 2018
CuppyCake954,"RT @ShehzadRoy: Seeing you taking the oath today convinced me that if one believes in something with enough conviction, they eventually mak…","Seeing you taking the oath today convinced me that if one believes in something with enough conviction, they eventually make it come true. We are all expecting a lot . All our prayers are with you @ImranKhanPTI https://t.co/nXDA2H0wxH",Sat Aug 18 19:55:30 +0000 2018
upsetwaffles,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 19:55:26 +0000 2018
RJOne98six,"I ask y'all to send good hope, prayers, and thoughts.  Some times, I'm a coward about the simplest things.  I cover my cowardliness with this shape shifting image of myself, to protect myself from the... https://t.co/zmTDxmnHJq",,Sat Aug 18 19:55:26 +0000 2018
BarbieCoffey1,RT @BSmithStrong5: Thanks to all that came to GP game tonight with Boston Strong T-shirts we appreciate all the support! Today Boston was g…,Thanks to all that came to GP game tonight with Boston Strong T-shirts we appreciate all the support! Today Boston was given a board with letters and had to point out the letters that spelled his name this is huge! Thank you all for the prayers please keep them coming!,Sat Aug 18 19:55:24 +0000 2018
575cda,"RT @thelvlife: Our hearts are broken for the loss of our dear friend Shanann Watts and her children. Our love, prayers, and support go out…","Our hearts are broken for the loss of our dear friend Shanann Watts and her children. Our love, prayers, and support go out during this devastating time to her family and friends. Shanann and her children will be dearly missed. We honor them on this sorrowful day. https://t.co/yfKUulzRP8",Sat Aug 18 19:55:23 +0000 2018
azeemkhanpti,"RT @Ali_MuhammadPTI: Congratulations to all the Ministers &amp; Advisors in PM @ImranKhanPTI cabinet. 
With a leader like him InshaALLAH this c…","Congratulations to all the Ministers &amp; Advisors in PM @ImranKhanPTI cabinet. 
With a leader like him InshaALLAH this cabinet will perform wonders. 
My prayers for all. 
May ALLAH bless them &amp; guide them all. 
Amin !",Sat Aug 18 19:55:23 +0000 2018
ShahenshahSabir,"RT @Ali_MuhammadPTI: Congratulations to all the Ministers &amp; Advisors in PM @ImranKhanPTI cabinet. 
With a leader like him InshaALLAH this c…","Congratulations to all the Ministers &amp; Advisors in PM @ImranKhanPTI cabinet. 
With a leader like him InshaALLAH this cabinet will perform wonders. 
My prayers for all. 
May ALLAH bless them &amp; guide them all. 
Amin !",Sat Aug 18 19:55:22 +0000 2018
Matt_Bove,@PanchoBilla1 Prayers brother 💪🏼,,Sat Aug 18 19:55:21 +0000 2018
bheistledger,"Give this woman your thoughts, prayers and a retweet https://t.co/9QuIIq2H97",,Sat Aug 18 19:55:21 +0000 2018
AccountTbc,"RT @ImamRezaEN: Imam Sadiq (AS)  ""Never miss midnight prayers, because, in fact, the real loser is he who misses (the advantage of) the mid…","Imam Sadiq (AS)  ""Never miss midnight prayers, because, in fact, the real loser is he who misses (the advantage of) the midnight prayer.""

Bihar-ul-Anwar, vol. 83, p. 127 https://t.co/DCGyqMWSwL",Sat Aug 18 19:55:20 +0000 2018
Faogainc,In need of prayers for my son Vonta Handyman Tay right now. He got hit by a truck today. He fine broke his finger and in need or surgery. GOD is good it could have been worst. — feeling A mother's pain for her child,,Sat Aug 18 19:55:20 +0000 2018
Sathishsady,"RT @ABdeVilliers17: My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000…","My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000 left homeless.. terrible! #KeralaSOS #KeralaDonationChallenge",Sat Aug 18 19:55:20 +0000 2018
